titre,console,note_testeur,nom_testeur,statut_testeur,year,date_test,note_lecteur,nombre_testeur,url
Urban Rivals,Android,15,poorvivrex,Journaliste jeuxvideo.com,2011,22 août 2011 à 10:40:00,,,https://jeuxvideo.com/articles/0001/00017536-urban-rivals-test.htm
Legend of Edda,PC,13,dharn,Journaliste jeuxvideo.com,2011,20 août 2011 à 08:00:00,14.3,25,https://jeuxvideo.com/articles/0001/00015519-legend-of-edda-test.htm
King's Bounty,Web,16,CptObvious,Journaliste jeuxvideo.com,2011,20 août 2011 à 06:00:00,11.7,6,https://jeuxvideo.com/articles/0001/00015516-king-s-bounty-legions-test.htm
Michael Jackson's Moonwalker,MD,16,Skines,Journaliste jeuxvideo.com,2011,19 août 2011 à 17:32:01,16.5,36,https://jeuxvideo.com/articles/0001/00015573-michael-jackson-s-moonwalker-test.htm
Paf le Chien,Android,15,bixou9411,Journaliste jeuxvideo.com,2011,19 août 2011 à 17:22:18,13.2,30,https://jeuxvideo.com/articles/0001/00015570-paf-le-chien-test.htm
Paf le Chien,iOS,15,bixou9411,Journaliste jeuxvideo.com,2011,19 août 2011 à 17:22:18,13.1,33,https://jeuxvideo.com/articles/0001/00015569-paf-le-chien-test.htm
Wing Commander III,PC,18,Sombraile,Journaliste jeuxvideo.com,2011,19 août 2011 à 17:07:15,18.8,9,https://jeuxvideo.com/articles/0001/00015568-wing-commander-iii-heart-of-the-tiger-test.htm
Duke Nukem 64,N64,17,Forlorn,Journaliste jeuxvideo.com,2011,19 août 2011 à 16:38:41,16.7,38,https://jeuxvideo.com/articles/0001/00015565-duke-nukem-64-test.htm
Wonder Boy in Monster Land,Wii,17,nuktos,Journaliste jeuxvideo.com,2011,19 août 2011 à 15:34:33,16,3,https://jeuxvideo.com/articles/0001/00015499-wonder-boy-in-monster-land-test.htm
Wonder Boy in Monster Land,MS,17,nuktos,Journaliste jeuxvideo.com,2011,19 août 2011 à 15:34:33,17,13,https://jeuxvideo.com/articles/0001/00015498-wonder-boy-in-monster-land-test.htm
Splinter Cell Trilogy HD,PS3,12,Lena,Journaliste jeuxvideo.com,2011,12 août 2011 à 17:22:27,16.1,34,https://jeuxvideo.com/articles/0001/00015466-splinter-cell-trilogy-test.htm
Pirates of Black Cove,PC,11,pixelpirate,Journaliste jeuxvideo.com,2011,11 août 2011 à 17:47:00,13.1,8,https://jeuxvideo.com/articles/0001/00015452-pirates-of-black-cove-test.htm
Fruit Ninja Kinect,360,10,Lespol,Journaliste jeuxvideo.com,2011,10 août 2011 à 17:38:14,15.2,35,https://jeuxvideo.com/articles/0001/00015443-fruit-ninja-kinect-test.htm
NinJump,Android,17,DaneHawk_03,Journaliste jeuxvideo.com,2011,10 août 2011 à 17:07:43,14.1,17,https://jeuxvideo.com/articles/0001/00015478-ninjump-test.htm
NinJump,iOS,17,DaneHawk_03,Journaliste jeuxvideo.com,2011,10 août 2011 à 17:03:58,15.3,22,https://jeuxvideo.com/articles/0001/00015477-ninjump-test.htm
Frontier,PC,17,Elektroman,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:55:38,18,1,https://jeuxvideo.com/articles/0001/00015476-frontier-first-encounters-test.htm
Squinkies,DS,4,dharn,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:52:54,5,1,https://jeuxvideo.com/articles/0001/00015442-squinkies-boule-surprise-test.htm
Mega Man 5,Nes,17,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:39:57,16.4,19,https://jeuxvideo.com/articles/0001/00015475-mega-man-5-test.htm
Mortal Kombat II,PC,17,Tanil,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:21:30,16.6,14,https://jeuxvideo.com/articles/0001/00015474-mortal-kombat-ii-test.htm
Lucky Luke,SNES,15,mickalygo,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:20:57,13.8,12,https://jeuxvideo.com/articles/0001/00015505-lucky-luke-test.htm
Ninja Gaiden,Wii,18,OldSchoolBobby,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:10:00,18,2,https://jeuxvideo.com/articles/0001/00015504-shadow-warriors-test.htm
Shadow Warriors,Nes,18,OldSchoolBobby,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:10:00,16.6,20,https://jeuxvideo.com/articles/0001/00015503-shadow-warriors-test.htm
Pac-Land,Nes,7,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,10 août 2011 à 16:05:50,13,1,https://jeuxvideo.com/articles/0001/00015473-pac-land-test.htm
Glee Karaoke Revolution,Wii,16,Elie_48,Journaliste jeuxvideo.com,2011,10 août 2011 à 15:55:20,16.1,7,https://jeuxvideo.com/articles/0001/00015501-glee-karaoke-revolution-test.htm
BlackThorne,SNES,15,nuktos,Journaliste jeuxvideo.com,2011,10 août 2011 à 15:43:33,13,6,https://jeuxvideo.com/articles/0001/00015500-blackthorne-test.htm
Finger Slayer,iOS,14,Bobinou96,Journaliste jeuxvideo.com,2011,10 août 2011 à 15:29:21,14,4,https://jeuxvideo.com/articles/0001/00015497-finger-slayer-test.htm
Doodle Grub HD,iOS,17,jefa57,Journaliste jeuxvideo.com,2011,10 août 2011 à 15:12:35,,,https://jeuxvideo.com/articles/0001/00015495-doodle-grub-hd-test.htm
Doodle Grub,iOS,17,jefa57,Journaliste jeuxvideo.com,2011,10 août 2011 à 15:12:35,15.3,8,https://jeuxvideo.com/articles/0001/00015494-doodle-grub-test.htm
Doodle Grub,Android,17,jefa57,Journaliste jeuxvideo.com,2011,10 août 2011 à 15:12:35,16,1,https://jeuxvideo.com/articles/0001/00015496-doodle-grub-test.htm
Command & Conquer,PC,18,Tanil,Journaliste jeuxvideo.com,2011,10 août 2011 à 14:24:52,17.5,26,https://jeuxvideo.com/articles/0001/00015515-command-conquer-test.htm
Cut the Rope,iOS,14,Lespol,Journaliste jeuxvideo.com,2011,10 août 2011 à 10:34:18,15.5,38,https://jeuxvideo.com/articles/0001/00015439-cut-the-rope-experiments-test.htm
Iron Grip,Web,14,CptObvious,Journaliste jeuxvideo.com,2011,10 août 2011 à 09:15:37,18.8,5,https://jeuxvideo.com/articles/0001/00015433-iron-grip-marauders-test.htm
Chronicles of Mystery,PC,9,Lena,Journaliste jeuxvideo.com,2011,09 août 2011 à 17:11:14,,,https://jeuxvideo.com/articles/0001/00015438-chronicles-of-mystery-le-secret-du-monde-perdu-test.htm
Capsized,PC,15,CptObvious,Journaliste jeuxvideo.com,2011,09 août 2011 à 16:04:03,15.3,19,https://jeuxvideo.com/articles/0001/00015434-capsized-test.htm
The Sims Social,Web,13,Lena,Journaliste jeuxvideo.com,2011,09 août 2011 à 09:06:13,11.8,32,https://jeuxvideo.com/articles/0001/00015436-the-sims-social-test.htm
Rick Dangerous,CPC,17,nuktos,Journaliste jeuxvideo.com,2011,08 août 2011 à 17:30:16,18.8,6,https://jeuxvideo.com/articles/0001/00015465-rick-dangerous-test.htm
Rick Dangerous,Amiga,17,nuktos,Journaliste jeuxvideo.com,2011,08 août 2011 à 17:30:16,16.3,6,https://jeuxvideo.com/articles/0001/00015464-rick-dangerous-test.htm
Rick Dangerous,ST,17,nuktos,Journaliste jeuxvideo.com,2011,08 août 2011 à 17:30:16,16.6,8,https://jeuxvideo.com/articles/0001/00015463-rick-dangerous-test.htm
Final Fantasy Tactics,iOS,13,la_redaction,Journaliste jeuxvideo.com,2011,08 août 2011 à 17:20:42,10,14,https://jeuxvideo.com/articles/0001/00015435-final-fantasy-tactics-the-war-of-the-lions-test.htm
Battle of the Immortals,PC,14,poorvivrex,Journaliste jeuxvideo.com,2011,08 août 2011 à 14:49:14,17.4,15,https://jeuxvideo.com/articles/0001/00017436-battle-of-the-immortals-test.htm
Baron Wittard,PC,12,Lena,Journaliste jeuxvideo.com,2011,08 août 2011 à 14:01:35,11.8,5,https://jeuxvideo.com/articles/0001/00015429-baron-wittard-nemesis-of-ragnarok-test.htm
Dead Block,PS3,14,Rivaol,Journaliste jeuxvideo.com,2011,05 août 2011 à 18:00:00,15.1,10,https://jeuxvideo.com/articles/0001/00015388-dead-block-test.htm
Allez Raconte,DS,10,Rivaol,Journaliste jeuxvideo.com,2011,05 août 2011 à 15:55:53,10.8,5,https://jeuxvideo.com/articles/0001/00015425-allez-raconte-test.htm
Gremlins 2,Nes,18,nuktos,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:52:14,17.1,16,https://jeuxvideo.com/articles/0001/00015453-gremlins-2-the-new-batch-test.htm
Insanely Twisted Shadow Planet,360,16,miniblob,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:42:14,16.4,19,https://jeuxvideo.com/articles/0001/00015411-insanely-twisted-shadow-planet-test.htm
Major League Baseball 2K11,360,13,Lespol,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:38:43,16.6,12,https://jeuxvideo.com/articles/0001/00015410-major-league-baseball-2k11-test.htm
Major League Baseball 2K11,PS3,13,Lespol,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:31:38,16.1,11,https://jeuxvideo.com/articles/0001/00015409-major-league-baseball-2k11-test.htm
Soccer,Wii,10,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:27:28,,,https://jeuxvideo.com/articles/0001/00015451-soccer-test.htm
Soccer,Nes,10,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:27:28,10.2,13,https://jeuxvideo.com/articles/0001/00015450-soccer-test.htm
Les Aventures de May,DS,15,Lena,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:16:06,12.9,33,https://jeuxvideo.com/articles/0001/00015408-les-aventures-de-may-l-etrange-disparition-test.htm
Mario Bros.,Wii,16,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:14:03,17,28,https://jeuxvideo.com/articles/0001/00015449-mario-bros-test.htm
Mario Bros.,Nes,16,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,04 août 2011 à 17:14:03,16.8,37,https://jeuxvideo.com/articles/0001/00015448-mario-bros-test.htm
Street Fighter 2010,Nes,14,nuktos,Journaliste jeuxvideo.com,2011,04 août 2011 à 16:54:02,8,6,https://jeuxvideo.com/articles/0001/00015462-street-fighter-2010-final-fight-test.htm
E.Y.E,PC,13,Dinowan,Journaliste jeuxvideo.com,2011,04 août 2011 à 16:45:31,14.8,93,https://jeuxvideo.com/articles/0001/00015407-e-y-e-divine-cybermancy-test.htm
Project Zero,Wii,16,leobiwan,Journaliste jeuxvideo.com,2011,04 août 2011 à 16:17:45,15.9,16,https://jeuxvideo.com/articles/0001/00015461-project-zero-mask-of-the-lunar-eclipse-test.htm
Psycho Fox,MS,17,nuktos,Journaliste jeuxvideo.com,2011,04 août 2011 à 15:01:46,17,17,https://jeuxvideo.com/articles/0001/00015460-psycho-fox-test.htm
Frozen Synapse,PC,17,miniblob,Journaliste jeuxvideo.com,2011,03 août 2011 à 18:09:10,16,20,https://jeuxvideo.com/articles/0001/00015406-frozen-synapse-test.htm
Wild West Shootout,Wii,4,pixelpirate,Journaliste jeuxvideo.com,2011,03 août 2011 à 15:16:45,4,1,https://jeuxvideo.com/articles/0001/00015390-wild-west-shootout-test.htm
Limbo,PC,17,la_redaction,Journaliste jeuxvideo.com,2011,03 août 2011 à 11:48:31,16.8,348,https://jeuxvideo.com/articles/0001/00015405-limbo-test.htm
Limbo,PS3,17,la_redaction,Journaliste jeuxvideo.com,2011,03 août 2011 à 11:48:31,16.8,173,https://jeuxvideo.com/articles/0001/00015404-limbo-test.htm
Green Lantern,Wii,9,miniblob,Journaliste jeuxvideo.com,2011,02 août 2011 à 17:40:50,10.2,6,https://jeuxvideo.com/articles/0001/00015397-green-lantern-la-revolte-des-manhunters-test.htm
Green Lantern,3DS,8,miniblob,Journaliste jeuxvideo.com,2011,02 août 2011 à 17:40:50,7.5,4,https://jeuxvideo.com/articles/0001/00015396-green-lantern-la-revolte-des-manhunters-test.htm
Green Lantern,DS,8,miniblob,Journaliste jeuxvideo.com,2011,02 août 2011 à 15:22:41,12,3,https://jeuxvideo.com/articles/0001/00015401-green-lantern-la-revolte-des-manhunters-test.htm
Call of Duty,PS3,14,hiro,Journaliste jeuxvideo.com,2011,02 août 2011 à 13:38:35,12.8,140,https://jeuxvideo.com/articles/0001/00015400-call-of-duty-black-ops-annihilation-test.htm
Call of Duty,PC,14,hiro,Journaliste jeuxvideo.com,2011,02 août 2011 à 13:36:28,9.5,177,https://jeuxvideo.com/articles/0001/00015399-call-of-duty-black-ops-annihilation-test.htm
Les Schtroumpfs,DS,7,Lespol,Journaliste jeuxvideo.com,2011,02 août 2011 à 09:01:49,7.4,12,https://jeuxvideo.com/articles/0001/00015398-les-schtroumpfs-test.htm
Les Schtroumpfs,Wii,8,dharn,Journaliste jeuxvideo.com,2011,29 juillet 2011 à 16:50:38,7.6,9,https://jeuxvideo.com/articles/0001/00015395-les-schtroumpfs-dance-party-test.htm
Dream Trigger 3D,3DS,12,miniblob,Journaliste jeuxvideo.com,2011,29 juillet 2011 à 14:18:46,16,5,https://jeuxvideo.com/articles/0001/00015389-dream-trigger-3d-test.htm
Green Lantern,360,12,Lena,Journaliste jeuxvideo.com,2011,28 juillet 2011 à 11:00:39,12.3,21,https://jeuxvideo.com/articles/0001/00015228-green-lantern-la-revolte-des-manhunters-test.htm
Green Lantern,PS3,12,Lena,Journaliste jeuxvideo.com,2011,28 juillet 2011 à 11:00:16,13.6,28,https://jeuxvideo.com/articles/0001/00015229-green-lantern-la-revolte-des-manhunters-test.htm
Agarest,PS3,13,miniblob,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 17:41:08,16.9,12,https://jeuxvideo.com/articles/0001/00015386-agarest-generation-of-war-zero-test.htm
Shufflepuck Café,Mac,16,nuktos,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:20:07,14,1,https://jeuxvideo.com/articles/0001/00015424-shufflepuck-cafe-test.htm
Shufflepuck Café,PC,16,nuktos,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:20:07,17.2,6,https://jeuxvideo.com/articles/0001/00015423-shufflepuck-cafe-test.htm
Shufflepuck Café,CPC,16,nuktos,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:20:07,14,1,https://jeuxvideo.com/articles/0001/00015422-shufflepuck-cafe-test.htm
Shufflepuck Café,Amiga,16,nuktos,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:20:07,14,1,https://jeuxvideo.com/articles/0001/00015421-shufflepuck-cafe-test.htm
Shufflepuck Café,ST,16,nuktos,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:20:07,17.2,11,https://jeuxvideo.com/articles/0001/00015420-shufflepuck-cafe-test.htm
Aliens versus Predator,PC,16,Tanil,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:12:45,16.1,29,https://jeuxvideo.com/articles/0001/00015419-aliens-versus-predator-test.htm
Tennis,Wii,15,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:04:45,15,1,https://jeuxvideo.com/articles/0001/00015418-tennis-test.htm
Tennis,Nes,15,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 15:04:45,14.3,6,https://jeuxvideo.com/articles/0001/00015417-tennis-test.htm
Jazz JackRabbit 2,Mac,18,Darthlother,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 14:47:49,,,https://jeuxvideo.com/articles/0001/00015416-jazz-jackrabbit-2-test.htm
Jazz JackRabbit 2,PC,18,Darthlother,Journaliste jeuxvideo.com,2011,27 juillet 2011 à 14:47:49,18.2,21,https://jeuxvideo.com/articles/0001/00015415-jazz-jackrabbit-2-test.htm
From Dust,360,14,pixelpirate,Journaliste jeuxvideo.com,2011,26 juillet 2011 à 17:50:43,16.2,80,https://jeuxvideo.com/articles/0001/00015378-from-dust-test.htm
Air Conflicts Secret Wars,PC,12,dharn,Journaliste jeuxvideo.com,2011,26 juillet 2011 à 17:13:32,13.1,8,https://jeuxvideo.com/articles/0001/00015376-air-conflicts-secret-wars-test.htm
Air Conflicts Secret Wars,360,12,dharn,Journaliste jeuxvideo.com,2011,26 juillet 2011 à 17:06:33,9.3,4,https://jeuxvideo.com/articles/0001/00015379-air-conflicts-secret-wars-test.htm
Air Conflicts Secret Wars,PS3,12,dharn,Journaliste jeuxvideo.com,2011,26 juillet 2011 à 16:56:33,13.2,5,https://jeuxvideo.com/articles/0001/00015375-air-conflicts-secret-wars-test.htm
The Tiny Bang Story,Mac,14,Jihem,Journaliste jeuxvideo.com,2011,26 juillet 2011 à 14:23:21,,,https://jeuxvideo.com/articles/0001/00015374-the-tiny-bang-story-test.htm
The Tiny Bang Story,PC,14,Jihem,Journaliste jeuxvideo.com,2011,26 juillet 2011 à 14:16:14,15.1,18,https://jeuxvideo.com/articles/0001/00015373-the-tiny-bang-story-test.htm
Earth Defense Force,360,13,miniblob,Journaliste jeuxvideo.com,2011,25 juillet 2011 à 17:56:02,14.7,17,https://jeuxvideo.com/articles/0001/00015372-earth-defense-force-insect-armageddon-test.htm
Earth Defense Force,PS3,13,miniblob,Journaliste jeuxvideo.com,2011,25 juillet 2011 à 17:56:02,15,8,https://jeuxvideo.com/articles/0001/00015371-earth-defense-force-insect-armageddon-test.htm
Popcap Hits ! Vol 2,360,11,Romendil,Journaliste jeuxvideo.com,2011,25 juillet 2011 à 17:34:57,15,1,https://jeuxvideo.com/articles/0001/00015370-popcap-hits-vol-2-test.htm
UFC Personal Trainer,Wii,12,la_redaction,Journaliste jeuxvideo.com,2011,25 juillet 2011 à 11:51:00,12.3,3,https://jeuxvideo.com/articles/0001/00015367-ufc-personal-trainer-the-ultimate-fitness-system-test.htm
To-Fu,iOS,15,theronde,Journaliste jeuxvideo.com,2011,24 juillet 2011 à 11:58:31,,,https://jeuxvideo.com/articles/0001/00017377-to-fu-the-trials-of-chi-test.htm
Bastion,360,16,dharn,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 17:18:39,16.4,42,https://jeuxvideo.com/articles/0001/00015361-bastion-test.htm
Fallout New Vegas,PS3,13,pixelpirate,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 17:01:19,16.8,13,https://jeuxvideo.com/articles/0001/00015359-fallout-new-vegas-old-world-blues-test.htm
Fallout New Vegas,360,13,pixelpirate,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 17:01:18,14.5,21,https://jeuxvideo.com/articles/0001/00015358-fallout-new-vegas-old-world-blues-test.htm
Fallout New Vegas,PC,13,pixelpirate,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 16:53:04,15.5,57,https://jeuxvideo.com/articles/0001/00015357-fallout-new-vegas-old-world-blues-test.htm
Bandz Mania,DS,13,Dinowan,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 16:42:50,13,3,https://jeuxvideo.com/articles/0001/00015356-bandz-mania-test.htm
Arc the Lad II,PS1,16,Pseudo supprimé,,2011,22 juillet 2011 à 15:46:38,,,https://jeuxvideo.com/articles/0001/00015394-arc-the-lad-ii-test.htm
Call of Juarez,PS3,9,Dinowan,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 09:11:11,9.1,49,https://jeuxvideo.com/articles/0001/00015355-call-of-juarez-the-cartel-test.htm
Call of Juarez,360,9,Dinowan,Journaliste jeuxvideo.com,2011,22 juillet 2011 à 09:11:11,10.5,61,https://jeuxvideo.com/articles/0001/00015354-call-of-juarez-the-cartel-test.htm
Half-Minute Hero,360,15,Romendil,Journaliste jeuxvideo.com,2011,21 juillet 2011 à 17:42:10,16.4,5,https://jeuxvideo.com/articles/0001/00015353-half-minute-hero-super-mega-neo-climax-test.htm
Paperboy,Nes,13,nuktos,Journaliste jeuxvideo.com,2011,21 juillet 2011 à 17:11:52,11.9,12,https://jeuxvideo.com/articles/0001/00015385-paperboy-test.htm
Captain America,DS,13,Logan,Journaliste jeuxvideo.com,2011,21 juillet 2011 à 17:02:13,16,2,https://jeuxvideo.com/articles/0001/00015352-captain-america-test.htm
Plantes contre Zombies,DS,13,miniblob,Journaliste jeuxvideo.com,2011,21 juillet 2011 à 16:55:02,15.8,42,https://jeuxvideo.com/articles/0001/00015351-plantes-contre-zombies-test.htm
Barbarian,CPC,17,nuktos,Journaliste jeuxvideo.com,2011,21 juillet 2011 à 15:04:05,17.1,18,https://jeuxvideo.com/articles/0001/00015387-barbarian-le-guerrier-absolu-test.htm
Ms. Splosion Man,360,17,miniblob,Journaliste jeuxvideo.com,2011,20 juillet 2011 à 17:52:11,17.2,26,https://jeuxvideo.com/articles/0001/00015348-ms-splosion-man-test.htm
Warhammer 40.000,360,13,pixelpirate,Journaliste jeuxvideo.com,2011,20 juillet 2011 à 17:50:33,14,20,https://jeuxvideo.com/articles/0001/00015349-warhammer-40-000-kill-team-test.htm
Electro Chuck,iOS,14,Lena,Journaliste jeuxvideo.com,2011,20 juillet 2011 à 17:11:38,18.4,5,https://jeuxvideo.com/articles/0001/00015347-electro-chuck-test.htm
Captain America,Wii,12,Logan,Journaliste jeuxvideo.com,2011,20 juillet 2011 à 16:00:23,14.5,4,https://jeuxvideo.com/articles/0001/00015339-captain-america-test.htm
Cogs,PC,15,Supernovae_01,Journaliste jeuxvideo.com,2011,20 juillet 2011 à 15:56:03,14.5,12,https://jeuxvideo.com/articles/0001/00015384-cogs-test.htm
Cthulhu Saves the World,PC,16,Supernovae_01,Journaliste jeuxvideo.com,2011,20 juillet 2011 à 15:47:19,16.8,18,https://jeuxvideo.com/articles/0001/00015383-cthulhu-saves-the-world-test.htm
Super Street Fighter IV,PC,18,miniblob,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 17:59:20,16.5,91,https://jeuxvideo.com/articles/0001/00015331-super-street-fighter-iv-arcade-edition-test.htm
Harry Potter et les Reliques de la Mort - Deuxième Partie,DS,8,dharn,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 17:18:56,13.8,20,https://jeuxvideo.com/articles/0001/00015330-les-reliques-de-la-mort-deuxieme-partie-test.htm
Captain America,360,11,Logan,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 17:02:18,14.9,25,https://jeuxvideo.com/articles/0001/00015329-captain-america-test.htm
Captain America,PS3,11,Logan,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 17:02:18,14.4,33,https://jeuxvideo.com/articles/0001/00015328-captain-america-test.htm
Space Ace,PS3,8,Jihem,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 14:49:13,15,1,https://jeuxvideo.com/articles/0001/00015327-space-ace-test.htm
Space Ace,iOS,10,Jihem,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 14:46:48,9,1,https://jeuxvideo.com/articles/0001/00015326-space-ace-test.htm
Dragon's Lair II,iOS,12,Jihem,Journaliste jeuxvideo.com,2011,19 juillet 2011 à 14:12:19,0,1,https://jeuxvideo.com/articles/0001/00015324-dragon-s-lair-ii-time-warp-test.htm
