titre,console,note_testeur,nom_testeur,statut_testeur,year,date_test,note_lecteur,nombre_testeur,url
Backstab,iOS,14,Lespol,Journaliste jeuxvideo.com,2011,22 septembre 2011 à 17:33:35,16.3,6,https://jeuxvideo.com/articles/0001/00015718-backstab-test.htm
F1 2011,PC,17,Rivaol,Journaliste jeuxvideo.com,2011,22 septembre 2011 à 11:00:00,16,85,https://jeuxvideo.com/articles/0001/00015688-f1-2011-test.htm
F1 2011,360,17,Rivaol,Journaliste jeuxvideo.com,2011,22 septembre 2011 à 11:00:00,16.9,135,https://jeuxvideo.com/articles/0001/00015687-f1-2011-test.htm
F1 2011,PS3,16,Rivaol,Journaliste jeuxvideo.com,2011,22 septembre 2011 à 11:00:00,16.2,173,https://jeuxvideo.com/articles/0001/00015686-f1-2011-test.htm
Pro Evolution Soccer 2012,360,15,Rivaol,Journaliste jeuxvideo.com,2011,22 septembre 2011 à 00:00:00,14.1,134,https://jeuxvideo.com/articles/0001/00015685-pro-evolution-soccer-2012-test.htm
Pro Evolution Soccer 2012,PS3,15,Rivaol,Journaliste jeuxvideo.com,2011,22 septembre 2011 à 00:00:00,14.2,334,https://jeuxvideo.com/articles/0001/00015684-pro-evolution-soccer-2012-test.htm
Margrave,PC,14,Lena,Journaliste jeuxvideo.com,2011,21 septembre 2011 à 17:14:13,,,https://jeuxvideo.com/articles/0001/00015711-margrave-la-malediction-du-coeur-brise-test.htm
Men of War,PC,12,hiro,Journaliste jeuxvideo.com,2011,21 septembre 2011 à 16:37:45,9.8,16,https://jeuxvideo.com/articles/0001/00015706-men-of-war-vietnam-test.htm
Edge Extended,iOS,16,Dinowan,Journaliste jeuxvideo.com,2011,21 septembre 2011 à 16:27:00,15.3,3,https://jeuxvideo.com/articles/0001/00015704-edge-extended-test.htm
Radiant Silvergun,360,17,miniblob,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 18:14:19,18.5,14,https://jeuxvideo.com/articles/0001/00015702-radiant-silvergun-test.htm
Les Pingouins de Madagascar,Wii,12,Romendil,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 17:19:37,,,https://jeuxvideo.com/articles/0001/00015701-les-pingouins-de-madagascar-le-docteur-blowhole-est-de-retour-test.htm
Leedmees,360,11,Lena,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 17:15:34,15,3,https://jeuxvideo.com/articles/0001/00015699-leedmees-test.htm
Les Pingouins de Madagascar,PS3,12,Lespol,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 17:09:41,14.1,7,https://jeuxvideo.com/articles/0001/00015700-les-pingouins-de-madagascar-le-docteur-blowhole-est-de-retour-test.htm
Resident Evil 4 HD,PS3,17,Logan,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 15:52:59,17,172,https://jeuxvideo.com/articles/0001/00015698-resident-evil-4-hd-test.htm
Resident Evil 4 HD,360,17,Logan,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 15:52:59,16.5,164,https://jeuxvideo.com/articles/0001/00015697-resident-evil-4-hd-test.htm
Kahmaté,iOS,14,hiro,Journaliste jeuxvideo.com,2011,20 septembre 2011 à 15:00:11,13.4,7,https://jeuxvideo.com/articles/0001/00015696-kahmate-test.htm
Les Pingouins de Madagascar,DS,7,Lespol,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 17:53:05,8,1,https://jeuxvideo.com/articles/0001/00015695-les-pingouins-de-madagascar-le-docteur-blowhole-est-de-retour-test.htm
MotoHeroz,Wii,17,dharn,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 17:43:59,16,4,https://jeuxvideo.com/articles/0001/00015694-motoheroz-test.htm
Bleach,surreccion PS3,12,dharn,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 17:29:26,14.6,260,https://jeuxvideo.com/articles/0001/00015679-bleach-soul-resurreccion-test.htm
From Dust,PC,14,pixelpirate,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 16:22:21,13.1,104,https://jeuxvideo.com/articles/0001/00015693-from-dust-test.htm
Rage,360,18,Dinowan,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 15:43:58,15.9,355,https://jeuxvideo.com/articles/0001/00015690-rage-test.htm
From Dust,PS3,14,pixelpirate,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 09:23:58,16.1,28,https://jeuxvideo.com/articles/0001/00015683-from-dust-test.htm
Renegade Ops,PS3,16,Lena,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 09:20:30,14.9,15,https://jeuxvideo.com/articles/0001/00015682-renegade-ops-test.htm
Renegade Ops,360,16,Lena,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 09:15:28,16.3,12,https://jeuxvideo.com/articles/0001/00015681-renegade-ops-test.htm
Crimson Alliance,360,15,pixelpirate,Journaliste jeuxvideo.com,2011,19 septembre 2011 à 07:40:10,15.9,14,https://jeuxvideo.com/articles/0001/00015672-crimson-alliance-test.htm
Fury of the Furries,Amiga,15,-kane,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 17:52:13,,,https://jeuxvideo.com/articles/0001/00015738-fury-of-the-furries-test.htm
Fury of the Furries,Mac,15,-kane,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 17:52:13,18,3,https://jeuxvideo.com/articles/0001/00015737-fury-of-the-furries-test.htm
Fury of the Furries,PC,15,-kane,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 17:52:13,18,2,https://jeuxvideo.com/articles/0001/00015736-fury-of-the-furries-test.htm
TrackMania²,PC,16,Rivaol,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 17:03:02,16.5,116,https://jeuxvideo.com/articles/0001/00015680-trackmania-canyon-test.htm
Super R-Type,Wii,16,isaacnowhere,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 16:41:21,14.5,2,https://jeuxvideo.com/articles/0001/00015728-super-r-type-test.htm
Super R-Type,SNES,16,isaacnowhere,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 16:41:21,14.4,14,https://jeuxvideo.com/articles/0001/00015727-super-r-type-test.htm
Bubble Bobble,Wii,17,isaacnowhere,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 16:17:28,14,2,https://jeuxvideo.com/articles/0001/00015726-bubble-bobble-test.htm
Bubble Bobble,Nes,17,isaacnowhere,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 16:17:28,17.6,19,https://jeuxvideo.com/articles/0001/00015725-bubble-bobble-test.htm
Valkyrie Profile,PS1,18,Pseudo supprimé,,2011,16 septembre 2011 à 16:10:04,19.4,23,https://jeuxvideo.com/articles/0001/00015724-valkyrie-profile-test.htm
Espgaluda II,iOS,16,Armageddon,Journaliste jeuxvideo.com,2011,16 septembre 2011 à 16:02:39,18,2,https://jeuxvideo.com/articles/0001/00015723-espgaluda-ii-test.htm
Gears of War 3,360,19,miniblob,Journaliste jeuxvideo.com,2011,15 septembre 2011 à 09:47:09,18.3,1353,https://jeuxvideo.com/articles/0001/00015666-gears-of-war-3-test.htm
Madden NFL 12,PS3,13,Lespol,Journaliste jeuxvideo.com,2011,14 septembre 2011 à 17:52:33,16.7,33,https://jeuxvideo.com/articles/0001/00015664-madden-nfl-12-test.htm
Madden NFL 12,360,13,Lespol,Journaliste jeuxvideo.com,2011,14 septembre 2011 à 17:48:18,17.2,40,https://jeuxvideo.com/articles/0001/00015663-madden-nfl-12-test.htm
The Gunstringer,360,16,dharn,Journaliste jeuxvideo.com,2011,14 septembre 2011 à 17:19:47,16.7,18,https://jeuxvideo.com/articles/0001/00015665-the-gunstringer-test.htm
BloodRayne,PS3,13,Lena,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 17:56:10,17,12,https://jeuxvideo.com/articles/0001/00015661-bloodrayne-betrayal-test.htm
BloodRayne,360,13,Lena,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 17:49:41,16,8,https://jeuxvideo.com/articles/0001/00015660-bloodrayne-betrayal-test.htm
Champion Jockey,360,13,dharn,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 17:43:24,4,2,https://jeuxvideo.com/articles/0001/00015659-champion-jockey-g1-jockey-gallop-racer-test.htm
Champion Jockey,PS3,13,dharn,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 17:33:55,13.6,5,https://jeuxvideo.com/articles/0001/00015658-champion-jockey-g1-jockey-gallop-racer-test.htm
Hard Reset,PC,12,Dinowan,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 16:59:08,13.4,28,https://jeuxvideo.com/articles/0001/00015657-hard-reset-test.htm
NHL 12,PS3,16,Lespol,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 15:37:01,15.8,44,https://jeuxvideo.com/articles/0001/00015656-nhl-12-test.htm
NHL 12,360,16,Lespol,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 15:28:20,16.6,49,https://jeuxvideo.com/articles/0001/00015655-nhl-12-test.htm
Rise of Immortals,PC,12,LULU-78,Journaliste jeuxvideo.com,2011,12 septembre 2011 à 11:22:36,4.8,23,https://jeuxvideo.com/articles/0001/00016875-rise-of-immortals-test.htm
Hysteria Project,PS3,9,Lena,Journaliste jeuxvideo.com,2011,10 septembre 2011 à 15:59:39,6.3,4,https://jeuxvideo.com/articles/0001/00015692-hysteria-project-test.htm
Hysteria Project,PSP,9,Lena,Journaliste jeuxvideo.com,2011,10 septembre 2011 à 15:59:39,12.1,14,https://jeuxvideo.com/articles/0001/00015691-hysteria-project-test.htm
Rock of Ages,PC,14,Romendil,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 17:42:28,17.3,28,https://jeuxvideo.com/articles/0001/00015646-rock-of-ages-test.htm
Rock of Ages,360,14,Romendil,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 17:42:28,14.5,11,https://jeuxvideo.com/articles/0001/00015645-rock-of-ages-test.htm
Dead Island,PC,16,Logan,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 17:39:55,15.3,496,https://jeuxvideo.com/articles/0001/00015647-dead-island-test.htm
Mystery Case Files,Wii,13,Lena,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 17:32:46,16.5,6,https://jeuxvideo.com/articles/0001/00015644-mystery-case-files-l-affaire-malgrave-test.htm
Thor,3DS,9,pixelpirate,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 17:14:21,9.5,4,https://jeuxvideo.com/articles/0001/00015643-thor-dieu-du-tonnerre-test.htm
Crazy Machines Elements,PS3,13,Lena,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 16:46:15,16.3,3,https://jeuxvideo.com/articles/0001/00015642-crazy-machines-elements-test.htm
Rise of Nightmares,360,9,hiro,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 16:27:18,14.9,55,https://jeuxvideo.com/articles/0001/00015641-rise-of-nightmares-test.htm
Dead Island,PS3,16,Logan,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 16:04:32,16.3,577,https://jeuxvideo.com/articles/0001/00015640-dead-island-test.htm
Gravity Guy,iOS,16,Giikeur,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 14:47:21,14.7,10,https://jeuxvideo.com/articles/0001/00015677-gravity-guy-test.htm
Defense Grid,360,15,BlackSnake,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 14:24:58,16.2,17,https://jeuxvideo.com/articles/0001/00015676-defense-grid-the-awakening-test.htm
Defense Grid,PC,15,BlackSnake,Journaliste jeuxvideo.com,2011,09 septembre 2011 à 14:24:58,15.4,24,https://jeuxvideo.com/articles/0001/00015675-defense-grid-the-awakening-test.htm
Contre Jour,iOS,16,miniblob,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 17:46:03,15.7,19,https://jeuxvideo.com/articles/0001/00015633-contre-jour-test.htm
SkyDrift,PS3,14,Lespol,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 17:41:23,12.5,2,https://jeuxvideo.com/articles/0001/00015632-skydrift-test.htm
SkyDrift,360,14,Lespol,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 17:36:48,12.3,11,https://jeuxvideo.com/articles/0001/00015631-skydrift-test.htm
Warhammer 40.000,PC,12,miniblob,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 17:24:04,15.5,174,https://jeuxvideo.com/articles/0001/00015630-warhammer-40-000-space-marine-test.htm
Warhammer 40.000,360,12,miniblob,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 17:24:04,15.7,107,https://jeuxvideo.com/articles/0001/00015629-warhammer-40-000-space-marine-test.htm
Call of Juarez,PC,8,Dinowan,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 17:12:12,8.4,27,https://jeuxvideo.com/articles/0001/00015627-call-of-juarez-the-cartel-test.htm
Wasteland Angel,PC,11,Logan,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 16:42:17,12,1,https://jeuxvideo.com/articles/0001/00015628-wasteland-angel-test.htm
Serious Sam,PC,13,Dinowan,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 15:58:52,11.4,7,https://jeuxvideo.com/articles/0001/00015626-serious-sam-double-d-test.htm
Resistance 3,PS3,14,hiro,Journaliste jeuxvideo.com,2011,08 septembre 2011 à 07:09:24,15.9,289,https://jeuxvideo.com/articles/0001/00015621-resistance-3-test.htm
Warhammer 40.000,PS3,12,miniblob,Journaliste jeuxvideo.com,2011,07 septembre 2011 à 18:15:00,14.9,141,https://jeuxvideo.com/articles/0001/00015625-warhammer-40-000-space-marine-test.htm
Starfox 64 3D,3DS,15,Anagund,Journaliste jeuxvideo.com,2011,07 septembre 2011 à 17:22:09,15.5,154,https://jeuxvideo.com/articles/0001/00015624-starfox-64-3d-test.htm
Tropico 4,PC,16,dharn,Journaliste jeuxvideo.com,2011,07 septembre 2011 à 17:22:05,14.5,133,https://jeuxvideo.com/articles/0001/00015622-tropico-4-test.htm
Crazy Machines Elements,360,13,Lena,Journaliste jeuxvideo.com,2011,07 septembre 2011 à 17:18:14,15.5,2,https://jeuxvideo.com/articles/0001/00015623-crazy-machines-elements-test.htm
Driver Renegade 3D,3DS,7,Anagund,Journaliste jeuxvideo.com,2011,07 septembre 2011 à 11:17:48,11.8,27,https://jeuxvideo.com/articles/0001/00015620-driver-renegade-3d-test.htm
El Shaddai,PS3,13,miniblob,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 18:06:07,14.3,44,https://jeuxvideo.com/articles/0001/00015618-el-shaddai-ascension-of-the-metatron-test.htm
El Shaddai,360,13,miniblob,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 18:06:07,14.2,41,https://jeuxvideo.com/articles/0001/00015617-el-shaddai-ascension-of-the-metatron-test.htm
National Geographic Challenge !,Wii,12,Lespol,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 17:40:46,15,1,https://jeuxvideo.com/articles/0001/00015616-national-geographic-challenge-test.htm
National Geographic Challenge !,PS3,12,Lespol,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 17:34:23,16,1,https://jeuxvideo.com/articles/0001/00015615-national-geographic-challenge-test.htm
Mortal Kombat Arcade Kollection,PC,11,dharn,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 11:24:02,10.8,8,https://jeuxvideo.com/articles/0001/00015614-mortal-kombat-arcade-kollection-test.htm
Mortal Kombat Arcade Kollection,360,11,dharn,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 11:22:24,14,26,https://jeuxvideo.com/articles/0001/00015613-mortal-kombat-arcade-kollection-test.htm
Mortal Kombat Arcade Kollection,PS3,11,dharn,Journaliste jeuxvideo.com,2011,06 septembre 2011 à 11:19:17,13.1,7,https://jeuxvideo.com/articles/0001/00015612-mortal-kombat-arcade-kollection-test.htm
Real Crimes,DS,9,Lespol,Journaliste jeuxvideo.com,2011,05 septembre 2011 à 17:44:36,9,2,https://jeuxvideo.com/articles/0001/00015611-real-crime-the-unicorn-killer-test.htm
DualPenSports,3DS,11,Lena,Journaliste jeuxvideo.com,2011,05 septembre 2011 à 17:06:46,16,1,https://jeuxvideo.com/articles/0001/00015610-dualpensports-test.htm
Dead Island,360,16,Logan,Journaliste jeuxvideo.com,2011,05 septembre 2011 à 09:10:00,16.3,555,https://jeuxvideo.com/articles/0001/00015609-dead-island-test.htm
Cars 2,Mac,12,Jihem,Journaliste jeuxvideo.com,2011,05 septembre 2011 à 00:04:54,19,1,https://jeuxvideo.com/articles/0001/00015587-cars-2-test.htm
Cars 2,PC,12,Jihem,Journaliste jeuxvideo.com,2011,05 septembre 2011 à 00:04:54,10.4,11,https://jeuxvideo.com/articles/0001/00015586-cars-2-test.htm
Bodycount,360,8,miniblob,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 17:56:20,8.1,25,https://jeuxvideo.com/articles/0001/00015608-bodycount-test.htm
Bodycount,PS3,8,miniblob,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 17:56:20,9.9,27,https://jeuxvideo.com/articles/0001/00015607-bodycount-test.htm
Les Sims Medieval,Mac,13,Lena,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 17:10:11,14,1,https://jeuxvideo.com/articles/0001/00015606-les-sims-medieval-nobles-pirates-test.htm
Les Sims Medieval,PC,13,Lena,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 17:01:37,13.6,21,https://jeuxvideo.com/articles/0001/00015605-les-sims-medieval-nobles-pirates-test.htm
Pac-Man & Galaga Dimensions,3DS,9,Anagund,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 16:56:35,12.7,11,https://jeuxvideo.com/articles/0001/00015604-pac-man-galaga-dimensions-test.htm
God of War Collection Volume II,PS3,16,Logan,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 15:55:15,16.6,65,https://jeuxvideo.com/articles/0001/00015600-god-of-war-collection-volume-2-test.htm
Indiana Jones' Greatest Adventures,Wii,15,la_redaction,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 15:25:36,16.3,3,https://jeuxvideo.com/articles/0001/00015639-indiana-jones-greatest-adventures-test.htm
Indiana Jones' Greatest Adventures,SNES,15,la_redaction,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 15:25:36,15.3,9,https://jeuxvideo.com/articles/0001/00015638-indiana-jones-greatest-adventures-test.htm
Drawn,PC,16,elianorr,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 14:57:03,16.9,7,https://jeuxvideo.com/articles/0001/00015637-drawn-la-tour-d-iris-test.htm
Drawn,iOS,16,elianorr,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 14:57:03,,,https://jeuxvideo.com/articles/0001/00015636-drawn-la-tour-d-iris-test.htm
Street Fighter,Amiga,12,nuktos,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 14:27:53,8.5,2,https://jeuxvideo.com/articles/0001/00015635-street-fighter-test.htm
Street Fighter,ST,12,nuktos,Journaliste jeuxvideo.com,2011,02 septembre 2011 à 14:27:53,9.4,5,https://jeuxvideo.com/articles/0001/00015634-street-fighter-test.htm
Space Pirates and Zombies,PC,16,miniblob,Journaliste jeuxvideo.com,2011,01 septembre 2011 à 17:58:10,16,28,https://jeuxvideo.com/articles/0001/00015599-space-pirates-and-zombies-test.htm
Driver,PS3,16,Rivaol,Journaliste jeuxvideo.com,2011,01 septembre 2011 à 17:47:52,16.2,272,https://jeuxvideo.com/articles/0001/00015598-driver-san-francisco-test.htm
Driver,360,16,Rivaol,Journaliste jeuxvideo.com,2011,01 septembre 2011 à 17:18:45,16.6,207,https://jeuxvideo.com/articles/0001/00015597-driver-san-francisco-test.htm
The Baconing,PC,13,dharn,Journaliste jeuxvideo.com,2011,01 septembre 2011 à 16:45:30,15.5,8,https://jeuxvideo.com/articles/0001/00015596-the-baconing-test.htm
The Baconing,360,13,dharn,Journaliste jeuxvideo.com,2011,01 septembre 2011 à 16:38:01,13.8,4,https://jeuxvideo.com/articles/0001/00015595-the-baconing-test.htm
Stronghold Kingdoms,PC,12,Lespol,Journaliste jeuxvideo.com,2011,30 août 2011 à 17:47:33,13.3,42,https://jeuxvideo.com/articles/0001/00015585-stronghold-kingdoms-test.htm
Arcana Heart 3,360,14,miniblob,Journaliste jeuxvideo.com,2011,29 août 2011 à 17:55:04,15,8,https://jeuxvideo.com/articles/0001/00015583-arcana-heart-3-test.htm
Arcana Heart 3,PS3,14,miniblob,Journaliste jeuxvideo.com,2011,29 août 2011 à 17:55:04,16,18,https://jeuxvideo.com/articles/0001/00015582-arcana-heart-3-test.htm
Ape Escape,PS3,5,Lespol,Journaliste jeuxvideo.com,2011,29 août 2011 à 17:39:13,1.7,6,https://jeuxvideo.com/articles/0001/00015581-ape-escape-test.htm
Hector,Mac,15,Dinowan,Journaliste jeuxvideo.com,2011,29 août 2011 à 16:53:59,,,https://jeuxvideo.com/articles/0001/00015579-hector-badge-of-carnage-episode-2-senseless-acts-of-justice-test.htm
Hector,PC,15,Dinowan,Journaliste jeuxvideo.com,2011,29 août 2011 à 16:53:59,16,1,https://jeuxvideo.com/articles/0001/00015578-hector-badge-of-carnage-episode-2-senseless-acts-of-justice-test.htm
Hector,iOS,17,Dinowan,Journaliste jeuxvideo.com,2011,29 août 2011 à 16:53:59,,,https://jeuxvideo.com/articles/0001/00015576-hector-badge-of-carnage-episode-2-senseless-acts-of-justice-test.htm
1112 Episode 03,iOS,17,Lena,Journaliste jeuxvideo.com,2011,29 août 2011 à 16:26:45,17.7,27,https://jeuxvideo.com/articles/0001/00015575-1112-episode-03-test.htm
Jewel Time Deluxe,DS,8,Lena,Journaliste jeuxvideo.com,2011,29 août 2011 à 15:58:59,7,1,https://jeuxvideo.com/articles/0001/00015580-jewel-time-deluxe-test.htm
Sprinkle,iOS,14,Dinowan,Journaliste jeuxvideo.com,2011,29 août 2011 à 15:42:32,15,1,https://jeuxvideo.com/articles/0001/00017561-sprinkle-water-splashing-test.htm
Bomberman Quest,GB,12,poorvivrex,Journaliste jeuxvideo.com,2011,29 août 2011 à 09:52:35,17.7,6,https://jeuxvideo.com/articles/0001/00017558-bomberman-quest-test.htm
Rugby World Cup 2011,360,11,Rivaol,Journaliste jeuxvideo.com,2011,26 août 2011 à 17:06:43,11.6,71,https://jeuxvideo.com/articles/0001/00015572-rugby-world-cup-2011-test.htm
Rugby World Cup 2011,PS3,11,Rivaol,Journaliste jeuxvideo.com,2011,26 août 2011 à 17:06:41,10.7,122,https://jeuxvideo.com/articles/0001/00015571-rugby-world-cup-2011-test.htm
Country Dance,Wii,10,dharn,Journaliste jeuxvideo.com,2011,26 août 2011 à 16:49:22,10.3,4,https://jeuxvideo.com/articles/0001/00015566-country-dance-test.htm
Jewel Quest IV,DS,12,Logan,Journaliste jeuxvideo.com,2011,26 août 2011 à 16:21:07,17,2,https://jeuxvideo.com/articles/0001/00015567-jewel-quest-iv-heritage-test.htm
Deus Ex,360,18,pixelpirate,Journaliste jeuxvideo.com,2011,26 août 2011 à 15:40:32,16.9,432,https://jeuxvideo.com/articles/0001/00015564-deus-ex-human-revolution-test.htm
Street Fighter III 3rd Strike,PS3,18,miniblob,Journaliste jeuxvideo.com,2011,25 août 2011 à 18:19:23,16,23,https://jeuxvideo.com/articles/0001/00015563-street-fighter-iii-3rd-strike-online-edition-test.htm
Street Fighter III 3rd Strike,360,18,miniblob,Journaliste jeuxvideo.com,2011,25 août 2011 à 17:58:26,16.6,35,https://jeuxvideo.com/articles/0001/00015562-street-fighter-iii-3rd-strike-online-edition-test.htm
1112 Episode 03 HD,iOS,17,Lena,Journaliste jeuxvideo.com,2011,25 août 2011 à 17:38:52,,,https://jeuxvideo.com/articles/0001/00015561-1112-episode-03-hd-test.htm
Xenoblade Chronicles,Wii,19,Romendil,Journaliste jeuxvideo.com,2011,25 août 2011 à 17:21:15,18.7,833,https://jeuxvideo.com/articles/0001/00015559-xenoblade-chronicles-test.htm
Tiny Token Empires,PC,13,Rivaol,Journaliste jeuxvideo.com,2011,25 août 2011 à 16:53:18,,,https://jeuxvideo.com/articles/0001/00015560-tiny-token-empires-test.htm
Quake,Mac,18,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,24 août 2011 à 18:06:54,14,2,https://jeuxvideo.com/articles/0001/00015594-quake-test.htm
Quake,PC,18,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,24 août 2011 à 18:06:54,16.9,53,https://jeuxvideo.com/articles/0001/00015593-quake-test.htm
Wonder Boy,Wii,14,nuktos,Journaliste jeuxvideo.com,2011,24 août 2011 à 17:59:39,15,1,https://jeuxvideo.com/articles/0001/00015592-wonder-boy-test.htm
Wonder Boy,MS,14,nuktos,Journaliste jeuxvideo.com,2011,24 août 2011 à 17:59:39,14.8,14,https://jeuxvideo.com/articles/0001/00015591-wonder-boy-test.htm
Sky Kid,Nes,13,ar4g0rn_S3B,Journaliste jeuxvideo.com,2011,24 août 2011 à 17:48:06,14.7,3,https://jeuxvideo.com/articles/0001/00015590-sky-kid-test.htm
Metal Slug,NEO,19,nuktos,Journaliste jeuxvideo.com,2011,24 août 2011 à 17:38:05,18,31,https://jeuxvideo.com/articles/0001/00015589-metal-slug-test.htm
Call of Duty,360,11,hiro,Journaliste jeuxvideo.com,2011,24 août 2011 à 16:57:14,11.5,302,https://jeuxvideo.com/articles/0001/00015556-call-of-duty-black-ops-rezurrection-test.htm
Mahjong 300,DS,6,Logan,Journaliste jeuxvideo.com,2011,24 août 2011 à 16:39:16,,,https://jeuxvideo.com/articles/0001/00015555-mahjong-test.htm
Bastion,PC,16,dharn,Journaliste jeuxvideo.com,2011,24 août 2011 à 11:06:05,16.7,145,https://jeuxvideo.com/articles/0001/00015554-bastion-test.htm
Enigmes & Objets Cachés Stray Souls,PC,10,Lespol,Journaliste jeuxvideo.com,2011,23 août 2011 à 17:21:53,,,https://jeuxvideo.com/articles/0001/00015552-stray-souls-l-orphelinat-abandonne-test.htm
Enigmes & Objets Cachés,PC,10,Lena,Journaliste jeuxvideo.com,2011,23 août 2011 à 16:57:17,11,1,https://jeuxvideo.com/articles/0001/00015551-enigmes-objets-caches-le-tour-du-monde-en-80-jours-2-test.htm
Sid Meier's Pirates!,iOS,13,la_redaction,Journaliste jeuxvideo.com,2011,23 août 2011 à 16:19:00,14,1,https://jeuxvideo.com/articles/0001/00015553-sid-meier-s-pirates-test.htm
Blocks That Matter,PC,18,miniblob,Journaliste jeuxvideo.com,2011,23 août 2011 à 15:37:39,16.5,32,https://jeuxvideo.com/articles/0001/00015550-blocks-that-matter-test.htm
Age of Empires Online,PC,17,pixelpirate,Journaliste jeuxvideo.com,2011,23 août 2011 à 09:03:30,14.1,291,https://jeuxvideo.com/articles/0001/00015548-age-of-empires-online-test.htm
Deus Ex,PS3,18,pixelpirate,Journaliste jeuxvideo.com,2011,22 août 2011 à 18:00:40,17.4,498,https://jeuxvideo.com/articles/0001/00015543-deus-ex-human-revolution-test.htm
Deus Ex,PC,17,pixelpirate,Journaliste jeuxvideo.com,2011,22 août 2011 à 18:00:00,16.5,623,https://jeuxvideo.com/articles/0001/00015542-deus-ex-human-revolution-test.htm
Trauma,Mac,13,Lena,Journaliste jeuxvideo.com,2011,22 août 2011 à 17:32:55,11,1,https://jeuxvideo.com/articles/0001/00015546-trauma-test.htm
Toy Soldiers,360,16,Anagund,Journaliste jeuxvideo.com,2011,22 août 2011 à 17:25:34,16.6,49,https://jeuxvideo.com/articles/0001/00015547-toy-soldiers-cold-war-test.htm
Trauma,PC,13,Lena,Journaliste jeuxvideo.com,2011,22 août 2011 à 17:24:42,14,7,https://jeuxvideo.com/articles/0001/00015545-trauma-test.htm
To-Fu 2,iOS,13,theronde,Journaliste jeuxvideo.com,2011,22 août 2011 à 14:23:04,16.5,2,https://jeuxvideo.com/articles/0001/00017537-to-fu-2-test.htm
